,source,text,positive_words,negative_words,negative_adverbs,punctuation_sum,punctuation_exclamation,negation,positive_rating,class
311,yelp,She ordered a toasted English muffin that came out untoasted.,0,0,0,1,0,0,0,0

312,yelp,The food was very good.,1,0,0,1,0,0,0,1

313,yelp,Never going back.,0,0,0,1,0,1,0,0

314,yelp,'Great food for the price, which is very high quality and house made.',1,0,0,2,0,0,0,1

315,yelp,The bus boy on the other hand was so rude.,0,1,0,1,0,0,0,0

316,yelp,'By this point, my friends and I had basically figured out this place was a joke and didn"t mind making it publicly and loudly known.',0,1,0,2,0,1,0,0

317,yelp,'Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.',3,0,0,3,0,0,0,1

318,yelp,'And considering the two of us left there very full and happy for about $20, you just can"t go wrong.',1,1,0,2,0,1,0,1

319,yelp,All the bread is made in-house!,0,0,0,1,1,0,0,1

320,yelp,The only downside is the service.,0,1,0,1,0,0,0,0

321,yelp,'Also, the fries are without a doubt the worst fries I"ve ever had.',0,2,0,2,0,0,0,0

322,yelp,Service was exceptional and food was a good as all the reviews.,2,0,0,1,0,0,0,1

323,yelp,'A couple of months later, I returned and had an amazing meal.',1,0,0,2,0,0,0,1

324,yelp,Favorite place in town for shawarrrrrrma!!!!!!,1,0,0,6,6,0,0,1

325,yelp,The black eyed peas and sweet potatoes... UNREAL!,2,0,0,4,1,0,0,1

326,yelp,You won"t be disappointed.,0,1,0,1,0,1,0,1

327,yelp,'They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.',2,0,0,2,0,0,0,1

328,yelp,'I go to far too many places and I"ve never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.',0,0,0,3,0,1,0,0

329,yelp,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,1,0,1,0,0,0,0

330,yelp,The servers are not pleasant to deal with and they don"t always honor Pizza Hut coupons.,2,0,0,1,0,2,0,0

331,yelp,'Both of them were truly unbelievably good, and I am so glad we went back.',2,1,0,2,0,0,0,1

332,yelp,'We had fantastic service, and were pleased by the atmosphere.',2,0,0,2,0,0,0,1

333,yelp,Everything was gross.,0,1,0,1,0,0,0,0

334,yelp,I love this place.,1,0,0,1,0,0,0,1

335,yelp,Great service and food.,1,0,0,1,0,0,0,1

336,yelp,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,0,0,3,3,1,0,0

337,yelp,The burger... I got the "Gold Standard" a $17 burger and was kind of disappointed.,0,1,0,4,0,0,0,0

338,yelp,'OMG, the food was delicioso!',0,0,0,2,1,0,0,1

339,yelp,There is nothing authentic about this place.,1,0,0,1,0,1,0,0

340,yelp,the spaghetti is nothing special whatsoever.,0,0,0,1,0,1,0,0

341,yelp,'Of all the dishes, the salmon was the best, but all were great.',2,0,0,3,0,0,0,1

342,yelp,The vegetables are so fresh and the sauce feels like authentic Thai.,3,0,0,1,0,0,0,1

343,yelp,It"s worth driving up from Tucson!,1,0,0,1,1,0,0,1

344,yelp,The selection was probably the worst I"ve seen in Vegas.....there was none.,0,1,0,6,0,0,0,0

345,yelp,Pretty good beer selection too.,2,0,0,1,0,0,0,1

346,yelp,'This place is like Chipotle, but BETTER.',2,0,0,2,0,0,0,1

347,yelp,'Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!',2,0,0,7,5,0,0,1

348,yelp,5 stars for the brick oven bread app!,0,0,0,1,1,0,0,1

349,yelp,'I have eaten here multiple times, and each time the food was delicious.',1,0,0,2,0,0,0,1

350,yelp,We sat another ten minutes and finally gave up and left.,0,0,0,1,0,0,0,0

351,yelp,He was terrible!,0,1,0,1,1,0,0,0

352,yelp,Everyone is treated equally special.,0,0,0,1,0,0,0,1

353,yelp,It shouldn"t take 30 min for pancakes and eggs.,0,0,0,1,0,1,0,0

354,yelp,It was delicious!!!,1,0,0,3,3,0,0,1

355,yelp,'On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.',3,0,0,2,0,0,0,1

356,yelp,'Sadly, Gordon Ramsey"s Steak is a place we shall sharply avoid during our next trip to Vegas.',0,3,0,2,0,0,0,0

357,yelp,As always the evening was wonderful and the food delicious!,2,0,0,1,1,0,0,1

358,yelp,Best fish I"ve ever had in my life!,1,0,0,1,1,0,0,1

359,yelp,(The bathroom is just next door and very nice.),0,0,0,1,0,0,0,1

360,yelp,The buffet is small and all the food they offered was BLAND.,0,1,0,1,0,0,0,0

361,yelp,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,2,0,1,1,0,0,0,1

362,yelp,Pretty cool I would say.,2,0,0,1,0,0,0,1

363,yelp,Definitely a turn off for me & i doubt I"ll be back unless someone else is buying.,0,1,0,1,0,0,0,0

364,yelp,Server did a great job handling our large rowdy table.,1,0,0,1,0,0,0,1

365,yelp,'I find wasting food to be despicable, but this just wasn"t food.',0,2,0,2,0,1,0,0

366,yelp,My wife had the Lobster Bisque soup which was lukewarm.,0,1,0,1,0,0,0,0

367,yelp,Would come back again if I had a sushi craving while in Vegas.,0,0,0,1,0,0,0,1

368,yelp,'The staff are great, the ambiance is great.',2,0,0,2,0,0,0,1

369,yelp,He deserves 5 stars.,0,0,0,1,0,0,0,1

370,yelp,I left with a stomach ache and felt sick the rest of the day.,0,2,0,1,0,0,0,0

371,yelp,They dropped more than the ball.,0,0,0,1,0,0,0,0

372,yelp,'The dining space is tiny, but elegantly decorated and comfortable.',2,0,0,2,0,0,0,1

373,yelp,'They will customize your order any way you"d like, my usual is Eggplant with Green Bean stir fry, love it!',2,0,0,3,1,0,0,1

374,yelp,And the beans and rice were mediocre at best.,1,1,0,1,0,0,0,0

375,yelp,Best tacos in town by far!!,1,0,0,2,2,0,0,1

376,yelp,I took back my money and got outta there.,0,0,0,1,0,0,0,0

377,yelp,'In an interesting part of town, this place is amazing.',2,0,0,2,0,0,0,1

378,yelp,RUDE & INCONSIDERATE MANAGEMENT.,0,2,0,1,0,0,0,0

379,yelp,'The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.',1,1,0,3,0,2,0,0

380,yelp,I won"t be back.,0,0,0,1,0,1,0,0

381,yelp,They have great dinners.,1,0,0,1,0,0,0,1

382,yelp,The service was outshining & I definitely recommend the Halibut.,1,0,0,1,0,0,0,1

383,yelp,The food was terrible.,0,1,0,1,0,0,0,0

384,yelp,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,0,0,1,0,1,0,0

385,yelp,I don"t recommend unless your car breaks down in front of it and you are starving.,1,1,0,1,0,1,0,0

386,yelp,I will come back here every time I"m in Vegas.,0,0,0,1,0,0,0,1

387,yelp,This place deserves one star and 90% has to do with the food.,0,0,0,1,0,0,0,0

388,yelp,This is a disgrace.,0,1,0,1,0,0,0,0

389,yelp,Def coming back to bowl next time,0,0,0,0,0,0,0,1

390,yelp,'If you want healthy authentic or ethic food, try this place.',2,0,0,2,0,0,0,1

391,yelp,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,0,0,3,0,0,0,1

392,yelp,'I have been here several times in the past, and the experience has always been great.',1,0,0,2,0,0,0,1

393,yelp,We walked away stuffed and happy about our first Vegas buffet experience.,1,0,0,1,0,0,0,1

394,yelp,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,3,0,0,1,0,0,0,1

395,yelp,'To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.',3,0,0,9,0,1,0,1

396,yelp,I"m probably one of the few people to ever go to Ians and not like it.,1,0,0,1,0,1,0,0

397,yelp,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,0,0,1,1,0,0,1

398,yelp,Service is perfect and the family atmosphere is nice to see.,2,0,0,1,0,0,0,1

399,yelp,Cooked to perfection and the service was impeccable.,2,0,0,1,0,0,0,1

400,yelp,This one is simply a disappointment.,0,1,0,1,0,0,0,0

401,yelp,'Overall, I was very disappointed with the quality of food at Bouchon.',0,1,0,2,0,0,0,0

402,yelp,I don"t have to be an accountant to know I"m getting screwed!,0,1,0,1,1,1,0,0

403,yelp,'Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.',1,0,1,2,0,0,0,1

404,yelp,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,0,0,1,0,0,0,1

405,yelp,Left very frustrated.,0,1,0,1,0,0,0,0

406,yelp,I"ll definitely be in soon again.,0,0,0,1,0,0,0,1

407,yelp,Food was really good and I got full petty fast.,2,1,0,1,0,0,0,1

408,yelp,Service was fantastic.,1,0,0,1,0,0,0,1

409,yelp,TOTAL WASTE OF TIME.,0,1,0,1,0,0,0,0

410,yelp,I don"t know what kind it is but they have the best iced tea.,1,0,0,1,0,1,0,1

411,yelp,'Come hungry, leave happy and stuffed!',1,0,0,2,1,0,0,1

412,yelp,'For service, I give them no stars.',0,0,0,2,0,1,0,0

413,yelp,I can assure you that you won"t be disappointed.,1,1,0,1,0,1,0,1

414,yelp,I can take a little bad service but the food sucks.,0,2,1,1,0,0,0,0

415,yelp,Gave up trying to eat any of the crust (teeth still sore).,0,0,0,1,0,0,0,0

416,yelp,But now I was completely grossed out.,0,0,0,1,0,0,0,0

417,yelp,I really enjoyed eating here.,1,0,0,1,0,0,0,1

418,yelp,First time going but I think I will quickly become a regular.,0,0,0,1,0,0,0,1

419,yelp,'Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.',2,1,1,3,0,0,0,1

420,yelp,From what my dinner companions told me...everything was very fresh with nice texture and taste.,2,0,0,4,0,0,0,1

421,yelp,'On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.',1,0,0,4,0,0,0,0

422,yelp,'Furthermore, you can"t even find hours of operation on the website!',0,0,0,2,1,1,0,0

423,yelp,We"ve tried to like this place but after 10+ times I think we"re done with them.,1,0,0,1,0,0,1,0

424,yelp,What a mistake that was!,0,1,0,1,1,0,0,0

425,yelp,No complaints!,0,1,0,1,1,1,0,1

426,yelp,This is some seriously good pizza and I"m an expert/connisseur on the topic.,1,0,0,1,0,0,0,1

427,yelp,Waiter was a jerk.,0,1,0,1,0,0,0,0

428,yelp,'Strike 2, who wants to be rushed.',0,1,0,2,0,0,0,0

429,yelp,These are the nicest restaurant owners I"ve ever come across.,1,0,0,1,0,0,0,1

430,yelp,I never come again.,0,0,0,1,0,1,0,0

431,yelp,We loved the biscuits!!!,1,0,0,3,3,0,0,1

432,yelp,Service is quick and friendly.,1,0,0,1,0,0,0,1

433,yelp,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,0,0,1,0,0,0,0

434,yelp,So absolutley fantastic.,1,0,0,1,0,0,0,1

435,yelp,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,2,0,2,0,0,0,0

436,yelp,definitely will come back here again.,0,0,0,1,0,0,0,1

437,yelp,I like Steiners because it"s dark and it feels like a bar.,2,1,0,1,0,0,0,1

438,yelp,Wow very spicy but delicious.,2,0,0,1,0,0,0,1

439,yelp,'If you"re not familiar, check it out.',0,0,0,2,0,1,0,1

440,yelp,I"ll take my business dinner dollars elsewhere.,0,0,0,1,0,0,0,0

441,yelp,I"d love to go back.,1,0,0,1,0,0,0,1

442,yelp,'Anyway, this FS restaurant has a wonderful breakfast/lunch.',1,0,0,2,0,0,0,1

443,yelp,Nothing special.,0,0,0,1,0,1,0,0

444,yelp,Each day of the week they have a different deal and it"s all so delicious!,1,0,0,1,1,0,0,1

445,yelp,'Not to mention the combination of pears, almonds and bacon is a big winner!',1,0,0,2,1,1,0,1

446,yelp,Will not be back.,0,0,0,1,0,1,0,0

447,yelp,Sauce was tasteless.,0,0,0,1,0,0,0,0

448,yelp,'The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.',3,0,0,2,0,0,0,1

449,yelp,My ribeye steak was cooked perfectly and had great mesquite flavor.,2,0,0,1,0,0,0,1

450,yelp,I don"t think we"ll be going back anytime soon.,0,0,0,1,0,1,0,0

451,yelp,Food was so gooodd.,0,0,0,1,0,0,0,1

452,yelp,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,1,2,0,1,0,0,0,0

453,yelp,I was so insulted.,0,1,0,1,0,0,0,0

454,yelp,The last 3 times I had lunch here has been bad.,0,1,0,1,0,0,0,0

455,yelp,The chicken wings contained the driest chicken meat I have ever eaten.,0,0,0,1,0,0,0,0

456,yelp,'The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.',4,0,0,2,0,0,0,1

457,yelp,Nargile - I think you are great.,1,0,0,1,0,0,0,1

458,yelp,Best tater tots in the southwest.,1,0,0,1,0,0,0,1

459,yelp,We loved the place.,1,0,0,1,0,0,0,1

460,yelp,Definitely not worth the $3 I paid.,1,0,0,1,0,1,0,0

461,yelp,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,3,0,0,1,0,0,0,1

462,yelp,Im in AZ all the time and now have my new spot.,0,0,0,1,0,0,0,1

463,yelp,The manager was the worst.,0,1,0,1,0,0,0,0

464,yelp,The inside is really quite nice and very clean.,2,0,0,1,0,0,0,1

465,yelp,The food was outstanding and the prices were very reasonable.,2,0,0,1,0,0,0,1

466,yelp,I don"t think I"ll be running back to Carly"s anytime soon for food.,0,0,0,1,0,1,0,0

467,yelp,'This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.',0,0,0,5,0,0,0,0

468,yelp,'Love the margaritas, too!',1,0,0,2,1,0,0,1

469,yelp,This was my first and only Vegas buffet and it did not disappoint.,0,1,0,1,0,1,0,1

470,yelp,'Very good, though!',1,0,0,2,1,0,0,1

471,yelp,The one down note is the ventilation could use some upgrading.,0,0,0,1,0,0,0,0

472,yelp,Great pork sandwich.,1,0,0,1,0,0,0,1

473,yelp,Don"t waste your time here.,0,1,0,1,0,1,0,0

474,yelp,'Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.',0,0,0,2,0,0,0,0

475,yelp,'Third, the cheese on my friend"s burger was cold.',0,1,0,2,0,0,0,0

476,yelp,We enjoy their pizza and brunch.,1,0,0,1,0,0,0,1

477,yelp,The steaks are all well trimmed and also perfectly cooked.,2,0,0,1,0,0,0,1

478,yelp,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,0,0,1,0,0,0,1

479,yelp,I LOVED it!,1,0,0,1,1,0,0,1

480,yelp,We asked for the bill to leave without eating and they didn"t bring that either.,0,0,0,1,0,1,0,0

481,yelp,'This place is a jewel in Las Vegas, and exactly what I"ve been hoping to find in nearly ten years living here.',1,0,0,2,0,0,0,1

482,yelp,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,1,1,0,1,0,1,0,0

483,yelp,The selection of food was not the best.,1,0,0,1,0,1,0,0

484,yelp,Delicious and I will absolutely be back!,1,0,0,1,1,0,0,1

485,yelp,'This isn"t a small family restaurant, this is a fine dining establishment.',1,0,0,2,0,1,0,1

486,yelp,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,2,0,0,1,0,0,0,1

487,yelp,I dont think I will be back for a very long time.,0,0,0,1,0,0,0,0

488,yelp,'It was attached to a gas station, and that is rarely a good sign.',1,0,0,2,0,0,0,0

489,yelp,How awesome is that.,1,0,0,1,0,0,0,1

490,yelp,I will be back many times soon.,0,0,0,1,0,0,0,1

491,yelp,The menu had so much good stuff on it i could not decide!,1,0,0,1,1,1,0,1

492,yelp,'Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.',1,2,0,4,0,0,0,0

493,yelp,CONCLUSION: Very filling meals.,0,0,0,1,0,0,0,1

494,yelp,Their daily specials are always a hit with my group.,0,0,0,1,0,0,0,1

495,yelp,And then tragedy struck.,0,2,0,1,0,0,0,0

496,yelp,The pancake was also really good and pretty large at that.,2,0,0,1,0,0,0,1

497,yelp,'This was my first crawfish experience, and it was delicious!',1,0,0,2,1,0,0,1

498,yelp,Their monster chicken fried steak and eggs is my all time favorite.,1,2,0,1,0,0,0,1

499,yelp,Waitress was sweet and funny.,1,1,0,1,0,0,0,1

500,yelp,'I also had to taste my Mom"s multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!',2,0,0,3,1,0,0,1

501,yelp,'I"d rather eat airline food, seriously.',0,0,0,2,0,0,0,0

502,yelp,Cant say enough good things about this place.,2,0,0,1,0,0,0,1

503,yelp,The ambiance was incredible.,1,0,0,1,0,0,0,1

504,yelp,The waitress and manager are so friendly.,1,0,0,1,0,0,0,1

505,yelp,I would not recommend this place.,1,0,0,1,0,1,0,0

506,yelp,Overall I wasn"t very impressed with Noca.,1,0,0,1,0,1,0,0

507,yelp,My gyro was basically lettuce only.,0,0,0,1,0,0,0,0

508,yelp,Terrible service!,0,1,0,1,1,0,0,0

509,yelp,Thoroughly disappointed!,0,1,0,1,1,0,0,0

510,yelp,'I don"t each much pasta, but I love the homemade /hand made pastas and thin pizzas here.',1,0,0,2,0,1,0,1

511,yelp,'Give it a try, you will be happy you did.',1,0,0,2,0,0,0,1

512,yelp,By far the BEST cheesecurds we have ever had!,1,0,0,1,1,0,0,1

513,yelp,Reasonably priced also!,1,0,0,1,1,0,0,1

514,yelp,Everything was perfect the night we were in.,1,0,0,1,0,0,0,1

515,yelp,The food is very good for your typical bar food.,1,0,0,1,0,0,0,1

516,yelp,it was a drive to get there.,0,0,0,1,0,0,0,0

517,yelp,'At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.',4,0,0,3,0,0,0,1

518,yelp,'Anyway, I do not think i will go back there.',0,0,0,2,0,1,0,0

519,yelp,'Point your finger at any item on the menu, order it and you won"t be disappointed.',0,1,0,2,0,1,0,1

520,yelp,'Oh this is such a thing of beauty, this restaurant.',1,0,0,2,0,0,0,1

521,yelp,If you haven"t gone here GO NOW!,0,0,0,1,1,1,0,1

522,yelp,'A greasy, unhealthy meal.',0,2,0,2,0,0,0,0

523,yelp,first time there and might just be the last.,0,0,0,1,0,0,0,0
